gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	gene_burden_score	expected_n_regulators_residuals	crossdonor_correlation_mean	zscore_Th1	neglog10_adjp_Th1	zscore_Th2	neglog10_adjp_Th2	zscore_Th17	neglog10_adjp_Th17	zscore_Treg	neglog10_adjp_Treg	polar_coef_rank_Rest	polar_coef_rank_Stim8hr	polar_coef_rank_Stim48hr	polar_coef_mean_Rest	polar_coef_mean_Stim8hr	polar_coef_mean_Stim48hr	polar_rank_range	known_polar_regulator	reg_burden_sig_Rest	reg_burden_sig_Stim8hr	reg_burden_sig_Stim48hr	n_sig_regulated_cytokines_Rest	n_sig_regulated_cytokines_Stim8hr	n_sig_regulated_cytokines_Stim48hr	has_any_significant_cytokine	n_sig_regulated_cytokine_receptors_Rest	n_sig_regulated_cytokine_receptors_Stim8hr	n_sig_regulated_cytokine_receptors_Stim48hr	has_any_significant_cytokine_receptors
FCHSD2	ENSG00000137478	chr11	4.61E-01	2.09E+00	0	0.059199	0	19.455191724058654		1.0414437384509019	5.540375732814527e-05	-2.55793415605321	1.2273935117732442			1.7036017813856243	0.8311367409419411									0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCMR	ENSG00000162894	chr1	1.09E+00	3.12E-01	0	0.046995	0	38.25290509640235		-0.30289262301942455	5.540375732814527e-05	-0.5452940696272018	0.10170029789098325	-0.26010038725004514	0.06579389539523815	-1.763439469613542	0.8771731652713985	0.5736252280427417	0.499235863474274	0.5659685863874345	-0.0012842580705328	0.0006424571460309	-0.0018677631662719	0.07438936456846773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCN1	ENSG00000085265	chr9	1.53E+00	-2.18E-01	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCN2	ENSG00000160339	chr9	1.29E+00	-1.17E-01	0	0	0																													
FCN3	ENSG00000142748	chr1	1.22E+00	7.75E-01	1	0	0			-0.21555841958171565		-1.3636131307093087	0.38639119202764194			-1.3282107464167445	0.5709336306948658																			
FCRL1	ENSG00000163534	chr1	9.19E-01	2.28E-03	0	0.585711	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCRL2	ENSG00000132704	chr1	1.02E+00	-1.06E+00	0	0.108538	0																													
FCRL3	ENSG00000160856	chr1	1.42E+00	-9.48E-01	0	0.907417	0			-1.5805607041193561	5.540375732814527e-05	3.269995282508026	2.0012456987414917	-1.248723014279651	0.48814559664456003	0.7308930073309379	0.24719411901057578												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCRL4	ENSG00000163518	chr1	8.65E-01	-7.31E-01	0	0.464856	0			0.04529278597286488		-0.14893266593104168	0.023056712454177224	0.6875368583451715	0.21377599804440958	2.781421081897029	1.863337305027306																			
FCRL5	ENSG00000143297	chr1	1.03E+00	2.62E-01	0	0.105784	0																													
FCRL6	ENSG00000181036	chr1	1.29E+00	-9.82E-01	0	0	0			1.6636242304013606		-0.019664626777033095	0.002460842320165253	4.297748410640555	3.9705140329758484	0.3379425547199533	0.09455091935945852												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCRLA	ENSG00000132185	chr1	1.27E+00	2.26E-01	0	0.414845	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCRLB	ENSG00000162746	chr1	1.35E+00	3.57E-01	0	0.61413	0			0.6124074217833789	5.540375732814527e-05	-1.4148999881696773	0.41134718833333994	-2.35538213513367	1.335713361362942	-3.1379974726460853	2.3025430069185147																			
FCSK	ENSG00000157353	chr16	1.17E+00	9.45E-01	0	0	0	-21.117950983145814																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FDCSP	ENSG00000181617	chr4	1.63E+00	1.07E-01	0	0	0			-0.14494860957251557		-0.8154937201013526				0.14105328901610908	0.035613097481975324												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FDFT1	ENSG00000079459	chr8	1.78E+00	-7.52E+00	0	0	0	4.278180619463773		0.21662782086796745	5.540375732814527e-05	1.751069430619313	0.5921744233865613	-1.647273113544826	0.7431270398918406	-2.855269167014347	1.9484774815507888	0.7453739900964295	0.7715231788079471	0.0714659685863874	-0.0071504262004486	-0.0062377498736188	0.0138026672351335	0.7000572102215596	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FDPS	ENSG00000160752	chr1	7.99E-01	2.08E+00	0	0.042089	0	14.24024765037022		0.4484845577296127	5.540375732814527e-05	1.2736925841563325	0.3456098766891912	-1.7164966397986965	0.7929708364310573	-3.573854241060169	2.904636952997698									0.0	0.0	1.0								
FDX1	ENSG00000137714	chr11	1.05E+00	9.19E-01	0	0	0	-10.05779485076758	0.3108583492871755	0.5356801198280202	5.540375732814527e-05	-3.0236993854063954	1.707644310742712	-2.1971282506110135	1.1876911527490817	5.947182916065634	7.51300145959169	0.2249152984102163	0.1367804381049414	0.3798429319371728	0.0098068008210341	0.0107115264973379	0.0026199130293423	0.24306249383223139	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
FDX2	ENSG00000267673	chr19	1.12E+00	3.36E-01	0	0.583762	0		0.37603349378290185	-0.27547683761653996	5.540375732814527e-05	2.747927467922669	1.4121924543448172	-0.13111373821227876	0.03105788315244651	4.313656927775114	4.094484248362547	0.6630179827990618	0.8754457463066735		-0.0041476815394683	-0.0104745408473265		0.21242776350761172	0.0				0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
FDXACB1	ENSG00000255561	chr11	1.03E+00	7.70E-01	0	0	0	-18.242328398334582		-0.5281096907139406	5.540375732814527e-05	0.3126497590727283	0.05198408249523675	-1.9450466259848067	0.9722492560860427	-2.8346002450475543	1.9242593349789536									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FDXR	ENSG00000161513	chr17	8.55E-01	7.74E-01	0	0	0	115.71200019424002		1.14355902807257	5.540375732814527e-05	1.3886741669581677	0.39822945116585096	-2.2226596305873056	1.2106116589473548	-3.123465306561494	2.283143401352374									1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FECH	ENSG00000066926	chr18	9.15E-01	1.82E+00	0	0.085193	0	-14.61633700669397		0.5524175580372729	5.540375732814527e-05	-0.9597664737319767	0.22109727606415291			0.5994462221152135	0.1908638994847202									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEM1A	ENSG00000141965	chr19	6.40E+00	2.78E+00	0	0	0	-21.845619568910113	0.3085410477726762					-3.0211589883516337	2.058062795676139			0.490747980192859	0.4047376464595008	0.0874345549738219	0.0012961289055096	0.0028018842066075	0.0128103177889344	0.40331342521903707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEM1B	ENSG00000169018	chr15	4.40E-01	4.80E+00	0	0	0	-42.42643067442037																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEM1C	ENSG00000145780	chr5	6.15E-01	3.39E+00	0	0	0	-35.192817011807925																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEN1	ENSG00000168496	chr11	1.13E+00	2.89E+00	0	0.101091	0	74.57793121553141	0.1569944046065	-0.2792246546726183	5.540375732814527e-05	0.5975700659816031	0.11327201446381809	-2.4839116875164042	1.4597255527733144	-2.6446629752316557	1.7078420774489123	0.5538180870471723	0.1029037187977585	0.1481675392670157	-0.000601478834277	0.0125852578936104	0.0095941450104155	0.4509143682494138	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
FER	ENSG00000151422	chr5	7.00E-01	5.52E-01	0	0.438352	0	34.024654937404215																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FER1L5	ENSG00000249715	chr2	7.54E-01	4.21E+00	0	0	0																													
FER1L6	ENSG00000214814	chr8	9.15E-01	9.59E-01	0	0.47897	0			0.5323086811146118	5.540375732814527e-05	-0.35378320877083763	0.06102494943278063	-1.608663150348181	0.7155904459928124	2.494252480286436	1.5468319041874425																			
FERD3L	ENSG00000146618	chr7	1.76E+00	-1.24E+00	0	0.391432	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FERMT1	ENSG00000101311	chr20	8.72E-01	1.76E+00	1	0	0							0.4477478021510855	0.12366253884041685																					
FERMT2	ENSG00000073712	chr14	2.79E-01	2.46E+00	0	0	0			0.7322431303439935	5.540375732814527e-05	-1.652039051284124	0.5388311333466731	-0.6980644194189072	0.21808264216254775	6.852154031899814	9.894064762929716	0.398749022673964	0.3464085583290881	0.7709424083769634	0.0040869871777539	0.0042676091251309	-0.0073082736515038	0.42453385004787525	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FERMT3	ENSG00000149781	chr11	5.46E-01	2.19E+00	1	0	0	-25.915026768947993										0.688558769872296	0.6574121242995415	0.9285340314136126	-0.0051259727682825	-0.0032817075352935	-0.0146981941905816	0.271121907114071	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FES	ENSG00000182511	chr15	9.09E-01	1.67E+00	0	0	0	50.77779621265996		1.9723740721425966	0.07546735742170554	-0.706350520064998	0.141541447866826	2.4286704321250867	1.405419242511507	1.604035306255248	0.7570467575976348									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FETUB	ENSG00000090512	chr3	1.24E+00	-2.74E-01	0	0	0																													
FEV	ENSG00000163497	chr2	1.07E+00	1.02E+00	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEZ1	ENSG00000149557	chr11	5.89E-01	1.23E+00	0	0	0	12.731171335531583		3.0018180572988222	0.8711604797030326	-2.6094541248222085	1.275497074088233	1.5961929059094335	0.7070170244981251	4.348075539830729	4.157338563853158									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEZ2	ENSG00000171055	chr2	1.59E+00	-4.11E+00	0	0.509518	0	-8.047690317533773																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEZF1	ENSG00000128610	chr7	4.46E-01	1.31E+00	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEZF2	ENSG00000153266	chr3	1.92E-01	1.87E+00	0	0.05527	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FFAR1	ENSG00000126266	chr19	NA	-5.96E-01	0	0	0																													
FFAR2	ENSG00000126262	chr19	NA	1.62E-01	0	0	0																													
FFAR3	ENSG00000185897	chr19	NA	6.27E+00	0	0	0																													
FFAR4	ENSG00000186188	chr10	1.03E+00	5.83E-02	0	0	0																													
FGA	ENSG00000171560	chr4	1.43E+00	1.17E-01	0	0.245862	0																													
FGB	ENSG00000171564	chr4	6.03E-01	1.09E+00	0	0	0																													
FGD1	ENSG00000102302	chrX	2.99E-01	4.36E+00	0	0	0							3.2493524309825927	2.3546336466462474														0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGD2	ENSG00000146192	chr6	8.64E-01	1.18E+00	0	0.193572	0	2.333425981618236		-0.060080021416842176	5.540375732814527e-05	-1.1078655658289087	0.2729975806324589	-2.29488167731103	1.2787358187473628	0.9527185079623287	0.3533396962948782									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGD3	ENSG00000127084	chr9	8.03E-01	1.49E+00	0	0.451561	0	71.62406017961284	0.8463344838878548	0.11703036843582794	5.540375732814527e-05	-1.1664496434602198	0.29827388067358523	0.5419396957544529	0.1579344589841973	-0.7122409621984901	0.23882229440827568	0.784206411258796	0.7187977585328579	0.6039267015706806	-0.008590040298418	-0.0049588379593511	-0.0028451989605226	0.18027970968811535	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGD4	ENSG00000139132	chr12	5.33E-01	2.29E+00	0	0.102354	0																													
FGD5	ENSG00000154783	chr3	2.88E-01	3.65E-01	0	0.065154	0			-0.6714641758224135		-1.3747286156457137				0.0015089363731570088	0.0003059851629029811																			
FGD6	ENSG00000180263	chr12	7.18E-01	2.57E+00	0	0	0							5.300495148119127	5.9541182266051615																					
FGF1	ENSG00000113578	chr5	1.17E+00	1.13E+00	0	0.05507	0							2.375934594309609	1.3543632072404537																					
FGF10	ENSG00000070193	chr5	3.18E-01	1.50E+00	0	0	0																													
FGF11	ENSG00000161958	chr17	1.39E+00	-2.18E-01	0	0	0	27.86565390558364		-0.020271431747535304	5.540375732814527e-05	1.194141059395453	0.31052210336920016	2.6486834286973457	1.6302930977581662	-0.8025248733273154	0.2796952809350345									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF12	ENSG00000114279	chr3	9.28E-01	1.24E+00	0	0.395226	0			-0.3180489087252712	5.540375732814527e-05	0.3484335779375661	0.06005291397152969	1.3209866311537564	0.5306175090174041	2.488169344540931	1.5400789588491834																			
FGF13	ENSG00000129682	chrX	3.23E-01	2.45E+00	0	0	0																													
FGF14	ENSG00000102466	chr13	4.12E-01	2.34E+00	0	0.07827	0			0.19303505453536407		-0.21682064295178968		-0.5068497983376347	0.14441267545267455	1.0062476915504124	0.38221514476307833																			
FGF16	ENSG00000196468	chrX	7.45E-01	3.82E-01	0	0.402435	0			0.8537182965207931	5.540375732814527e-05	-1.34887653285057	0.3796436140856715	-0.6347041449075175	0.19201750757557506	-0.1657285588712653	0.04234296252724955																			
FGF17	ENSG00000158815	chr8	4.48E-01	2.09E+00	0	0	0			-0.30867100933224184		-0.06846604252996402	0.010426488908500167	3.0105436399838004	2.044365555433818	2.2604299049358474	1.3110508770078864																			
FGF18	ENSG00000156427	chr5	4.57E-01	2.79E+00	0	0	0			0.011150615049007995	5.540375732814527e-05	-0.592727667477228	0.1120614964897023	-0.43550686018321255	0.11980902917463936	3.373468251421625	2.6191118384547756																			
FGF19	ENSG00000162344	chr11	1.18E+00	1.42E+00	0	0	0							0.3466493756021552	0.0909205264635372																					
FGF2	ENSG00000138685	chr4	1.30E+00	1.03E+00	0	0.579102	0	17.897136003018968		0.2444789658585068	5.540375732814527e-05	-0.6546760326641172	0.1269081457833675	-3.3569033510230235	2.4960529573747112	-0.9481176004151136	0.3509392641757724									1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF20	ENSG00000078579	chr8	8.66E-01	-2.94E+00	0	0.228335	0			-0.5411348223146846	5.540375732814527e-05	3.3040386541137456	2.043923486428625	-0.8739359401308304	0.2948316142006087	0.322651321061056	0.08968763269585323																			
FGF21	ENSG00000105550	chr19	1.54E+00	-7.92E-01	0	0.191026	0																													
FGF22	ENSG00000070388	chr19	1.77E+00	-1.13E+00	0	0	0			-0.538694734120279		0.05985019139980248	0.008975343826000837			-0.07354522096306841	0.017851365062283634																			
FGF23	ENSG00000118972	chr12	1.60E+00	7.65E-01	0	0	0																													
FGF3	ENSG00000186895	chr11	1.35E+00	-1.02E+00	0	0	0																													
FGF4	ENSG00000075388	chr11	1.00E+00	2.80E-01	0	0	0																													
FGF5	ENSG00000138675	chr4	1.49E+00	-4.47E-01	0	0.154439	0																													
FGF6	ENSG00000111241	chr12	1.19E+00	1.45E-01	0	0	0																													
FGF7	ENSG00000140285	chr15	5.77E-01	2.39E+00	0	0.223643	0																													
FGF8	ENSG00000107831	chr10	6.54E-01	1.70E+00	0	0	0																													
FGF9	ENSG00000102678	chr13	3.89E-01	2.18E+00	0	0.285419	0			0.2572688875047296		1.3977087236730248	0.4026818322270368	0.8206797356857121	0.2699879569948692	-1.0410800706218257	0.4005591241966857												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFBP1	ENSG00000137440	chr4	1.33E+00	-1.17E+00	0	0.074461	0			0.046118997716955365	5.540375732814527e-05	0.1104562620958218	0.01758023997008644	0.1286138311367364	0.03037585703510347	2.8989895907870555	2.001774392170965																			
FGFBP2	ENSG00000137441	chr4	1.81E+00	-2.78E-01	0	0.07022	0	24.111330620781484		3.804366093001911	1.7743740877389451	-1.0516253560191657	0.2518847959649845	2.250692213199832	1.2366396691653054	2.833116585579485	1.9224684107969512									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFBP3	ENSG00000174721	chr10	1.90E+00	-6.76E-01	0	0	0	-2.2798709681831943		0.3820011845730521	5.540375732814527e-05	0.27885775131226204	0.044711114627208934			-4.2909465214788325	4.054928244420596									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	ENSG00000077782	chr8	2.85E-01	4.53E+00	0	0.343323	0	32.247856958290704		-0.44604467401106807	5.540375732814527e-05	2.8417315493279256	1.5102477892240107	-5.100108061865452	5.523101738720951	0.5782156601583861	0.18303929616696807									0.0	0.0	0.0								
FGFR1OP2	ENSG00000111790	chr12	7.25E-01	1.37E+00	0	0	0	6.051809938047351	0.26195583872582945	-0.4106389136216582	5.540375732814527e-05	-0.1262543250096625	0.019411458790229125	-2.1572664136028243	1.153823867479987	-1.910254068437275	0.9957172648167757	0.672660933020589	0.8578706062149771	0.8693717277486911	-0.004499502760225	-0.0096325057014444	-0.0108696012310434	0.19671079472810205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
FGFR2	ENSG00000066468	chr10	2.91E-01	4.59E+00	0	0.609893	0			1.1163973187615146	5.540375732814527e-05	-0.03775904328929677	0.005352866213921936	-1.4206653516830918	0.593954123045108	0.05095982364852046	0.011808322868370545												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	ENSG00000068078	chr4	4.21E-01	1.69E+00	0	0	0			1.4021791588264494	5.540375732814527e-05	-1.2750612311679403	0.34598499585198417	1.192032707225257	0.4563505534379364	3.9289256518687616	3.448223048136214																			
FGFR4	ENSG00000160867	chr5	8.64E-01	2.29E+00	0	0	0																													
FGFRL1	ENSG00000127418	chr4	9.16E-01	-4.92E-01	0	0	0	-10.0568483817079		-0.7188045394693868	5.540375732814527e-05	-3.7763899297711636	2.6762317088313843	-0.13940045230727752	0.033076067228745405	-0.2612478113945574	0.07123079243499147									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGG	ENSG00000171557	chr4	5.63E-01	1.37E+00	0	0.25684	0																													
FGGY	ENSG00000172456	chr1	1.23E+00	2.34E-01	0	0.529695	0	17.910491628000674		0.3789873908287822	5.540375732814527e-05	2.595566960380897	1.2628009732480097	2.2866091322293296	1.2716877393358148	5.817177596483204	7.206565430470705									0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGL1	ENSG00000104760	chr8	1.68E+00	-4.92E+00	0	0	0																													
FGL2	ENSG00000127951	chr7	8.40E-01	1.53E+00	0	0	0	57.33339886529464		0.31665265461493236	5.540375732814527e-05	-1.1305606213798103	0.28168861537986223	-7.151139277753737	10.703728243595982	2.9963163849959162	2.121527865572993									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGR	ENSG00000000938	chr1	5.71E-01	2.92E+00	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FH	ENSG00000091483	chr1	6.36E-01	1.95E+00	0	0	0	19.256679994922383	0.5164457151596865	0.1367408928345047	5.540375732814527e-05	1.017034057061551	0.24066948585154796	-3.611664587163736	2.8596474307770925	-3.2788595957108657	2.490412801273125	0.27130570758405	0.2358634742740703		0.008050729942808	0.0072106130469229		0.03544223330997967	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	4.0	7.0	0.0	1.0
FHAD1	ENSG00000142621	chr1	8.76E-01	1.52E+00	0	0.036165	0			-0.5265230142629023	5.540375732814527e-05	1.3121404283167237	0.3619864784050885	-2.0325991629398894	1.0455218873282341	-3.157518693236899	2.328864454207943																			
FHDC1	ENSG00000137460	chr4	6.64E-01	-6.95E-02	0	0	0			-0.23075910113510054	5.540375732814527e-05	-0.7764001999003226	0.16144742727176217	0.7593661992571034	0.24382447701877355	5.430230225300061	6.3200424422883055																			
FHIP1A	ENSG00000164142	chr4	8.52E-01	1.43E+00	0	0	0			0.05376173848366695		0.9994949993623422		1.8887695158168138	0.9258548110040802	0.2904008238383373	0.0792923532855277																			
FHIP1B	ENSG00000051009	chr11	4.67E-01	1.83E+00	0	0	0	-19.956286057156532																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHIP2A	ENSG00000151553	chr10	6.29E-01	1.99E+00	0	0	0	-30.321621588354276		0.4440042512903948	5.540375732814527e-05	0.17948493286088243	0.028279598840115484	3.385668727854456	2.5348963440221493	3.440473426007748	2.70968300185292	0.9663799843627834	0.95491594498217	0.9183246073298428	-0.0251622461759987	-0.0161219635546888	-0.01391708038294	0.048055377032940605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHIP2B	ENSG00000158863	chr8	1.04E+00	-4.24E-02	0	0	0	2.4387925650733373		-1.0466000897109027	5.540375732814527e-05	-0.2548423666406214	0.04049361952023404	6.32228119132436	8.405120047181057	8.156058570668538	13.94505477434291									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHIT	ENSG00000189283	chr3	1.56E+00	-1.82E+00	0	0.677755	0	-0.9639890624551519		-0.11717975302742342	5.540375732814527e-05	-0.08810769792986935	0.013620045263113589	3.232528652024396	2.3321448744943076	-2.10781351118777	1.1666485786766922	0.9283294240291896	0.9811512990320936	0.9547120418848168	-0.0188312342042153	-0.0201593464891746	-0.017031612121672	0.05282187500290403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
FHL1	ENSG00000022267	chrX	2.33E-01	1.59E+00	0	0	0	2.387145198587646	-0.2559915559946084	-0.250777105791096	5.540375732814527e-05	-1.2737262393590627	0.3456098766891912	-2.0971545778676917	1.1015174407958526	-1.1159972933616833	0.4429227465738806	0.8587438102684389	0.6459500764136525	0.3541884816753927	-0.0129339382447376	-0.003040428849691	0.0032699929781814	0.5045553285930462	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0
FHL2	ENSG00000115641	chr2	8.89E-01	1.07E+00	0	0.471698	0	-0.3360070597843525		-1.2488179968360373	5.540375732814527e-05	1.4894060843826786	0.44720775877343105	0.3256295782540555	0.08475594216012279	-5.106752457501211	5.6237162667659									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHL3	ENSG00000183386	chr1	8.81E-01	8.98E-01	0	0.475793	0	3.1664275324012103		-0.9781254201527889	5.540375732814527e-05	-0.3115795772795219	0.051932760574572856	5.786412599588099	7.060261538989005	12.39094706435883	32.25804952022845									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHL5	ENSG00000112214	chr6	1.38E+00	1.82E-01	0	0.243519	0																													
FHOD1	ENSG00000135723	chr16	9.51E-01	1.17E+00	0	0	0	2.4839995512568316		1.0713080583707182	5.540375732814527e-05	-6.803914767823	9.079882755151115	1.5423218619715042	0.6713303792849847	5.0133268161496	5.431539085200487									0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHOD3	ENSG00000134775	chr18	6.20E-01	8.48E-01	0	0	0							3.602478118169278	2.846245183081159																					
FIBCD1	ENSG00000130720	chr9	1.33E+00	4.76E-01	0	0	0																													
FIBIN	ENSG00000176971	chr11	1.11E+00	-2.04E-02	0	0.032387	0																													
FIBP	ENSG00000172500	chr11	9.76E-01	1.16E+00	0	0.217032	0	-7.464999007420938	0.926142193797206	-0.6360833483905891	5.540375732814527e-05	1.5902722022374869	0.5024967925585498	0.12233658771645461	0.02892476434699934	0.9693726885217006	0.3619968592981324	0.927026322647902	0.977840040753948	0.9094240837696336	-0.0187638765209766	-0.0197540991386589	-0.0133040782878864	0.06841595698431446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FICD	ENSG00000198855	chr12	7.37E-01	8.27E-01	0	0	0	-0.16109462658923		-0.5055860586770612	5.540375732814527e-05	0.8286047100100054	0.17671496665810152			-3.101649104901553	2.254091895192299									1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIG4	ENSG00000112367	chr6	1.11E+00	1.83E+00	0	0.07052	0	20.996118040879775		0.0614132476183544	5.540375732814527e-05	-0.2649191881576299	0.04239246771164961			2.131414873124019	1.1891840191728613									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIGLA	ENSG00000183733	chr2	1.19E+00	7.51E-02	0	0	0			0.4066571290882574	5.540375732814527e-05	-0.011070480880333107	0.001385762166666664	-0.4314117032409644	0.118665527590403	-1.813291157233166	0.9164975889873921												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIGN	ENSG00000182263	chr2	3.55E-01	1.20E+00	0	0.228335	0																													
FIGNL1	ENSG00000132436	chr7	6.30E-01	3.21E-01	0	0.663356	0	0.7871142065852155	0.5213943544235282	0.09479397942700944	5.540375732814527e-05	2.8386265279785237	1.5067557316726117	-2.1401719026856125	1.1380656896939274	-2.044046012165925	1.1109659905887836	0.8509252019807141	0.8632195618950586	0.5947643979057592	-0.0124208733713088	-0.009912630171758	-0.0026462645254204	0.26845516398929936	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIGNL2	ENSG00000261308	chr12	NA	-1.52E+00	0	0	0							0.44831680759115616	0.12383530572581102																					
FILIP1	ENSG00000118407	chr6	7.39E-01	1.43E+00	0	0	0																													
FILIP1L	ENSG00000168386	chr3	7.13E-01	2.02E-01	0	0	0	73.94660019940385		-0.7718059623909377	5.540375732814527e-05	8.499491823818289	14.382002433389943	-14.188947353147011	42.44674053935978	0.4722798787255745	0.1422532667911564									0.0	0.0	0.0								
FIP1L1	ENSG00000145216	chr4	3.57E-01	3.50E+00	0	0	0																													
FIS1	ENSG00000214253	chr7	1.12E+00	-2.20E-01	0	0	0	-13.740092395496845																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FITM1	ENSG00000139914	chr14	8.20E-01	-1.65E-01	0	0	0	-10.722081246481421	0.5294633497787827	-0.11523051473446957	5.540375732814527e-05	-0.27753045537355536	0.04442092074609724			-1.0471062034764127	0.40394703327060594	0.2681782642689601	0.2959755476311768	0.5801047120418849	0.0080973627848306	0.0055445017780599	-0.002232326295767	0.3119264477729248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FITM2	ENSG00000197296	chr20	1.05E+00	1.29E+00	0	0.055583	0	-8.357641567658845	0.5035339319879606									0.3502736512900704	0.0636780438104941	0.0586387434554973	0.0056028494156849	0.0150505845007102	0.0145490651197198	0.2916349078345731	0.0	0.0	0.0	0.0	0.0	8.0	4.0	1.0	0.0	16.0	8.0	1.0
FIZ1	ENSG00000179943	chr19	1.18E+00	1.85E+00	0	0	0	-26.38255682133496																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FJX1	ENSG00000179431	chr11	1.05E+00	-6.00E-01	0	0	0			-0.18390412728742372	5.540375732814527e-05	0.76278944775935	0.1585694085227417	-2.4543183153297568	1.4308252649587956	-3.273168092829724	2.4828714319892886																			
